ratio 1,ratio 2,key,in_g_vs_s,p_value_g_vs_s,statistic_g_vs_s,in_h_vs_s,p_value_h_vs_s,statistic_h_vs_s,in_h_vs_g,p_value_h_vs_g,statistic_h_vs_g,presence_count
ni_mn,nd_na,ni_mn||nd_na,True,1.704491601096561e-08,0.0600465556004576,False,,,True,4.197684757898898e-39,0.059543590165806,2
k_ti,sc_nd,k_ti||sc_nd,True,1.7137379602842542e-08,0.0477516026109002,False,,,False,,,1
si_zn,si_nd,si_zn||si_nd,True,1.7145841669833392e-08,0.0570935941102933,False,,,False,,,1
si_ca,y_mn,si_ca||y_mn,True,1.730157471175898e-08,0.0380923003749408,False,,,False,,,1
nd_zn,cr_si,nd_zn||cr_si,True,1.7318291545641373e-08,0.0607346784914298,False,,,False,,,1
na_mn,co_si,na_mn||co_si,True,1.737618822368393e-08,0.0321309692743918,False,,,True,1.285803738150647e-37,0.0352447788292034,2
cr_ti,co_si,cr_ti||co_si,True,1.7813190073577745e-08,0.0212583986310878,True,0.0002233143985356,0.0086278572702177,False,,,2
si_mn,sc_ni,si_mn||sc_ni,True,1.8376791585437524e-08,0.0298747019481819,True,0.0002510657080017,0.0120999135374845,False,,,2
si_mn,ba_y,si_mn||ba_y,True,1.869038605369485e-08,0.0386968758050088,False,,,False,,,1
v_ca,nd_na,v_ca||nd_na,True,1.9029174038250225e-08,0.0592186322180997,True,0.000513439641044,0.0210518180120384,True,4.4667658831863866e-36,0.0541095997360996,3
y_mn,nd_ba,y_mn||nd_ba,True,1.9239816290313336e-08,0.0499819231308964,False,,,True,1.0747554892479606e-31,0.0388983257482448,2
co_v,cr_si,co_v||cr_si,True,1.9329943526429263e-08,0.026776464353073,False,,,False,,,1
zn_mn,cr_y,zn_mn||cr_y,True,1.9365196226525467e-08,0.0417452919067439,False,,,False,,,1
sc_ti,cr_si,sc_ti||cr_si,True,1.9407124432031632e-08,0.0263270799408922,False,,,False,,,1
sc_ni,nd_na,sc_ni||nd_na,True,1.9457843375716963e-08,0.0595036561295764,False,,,True,1.0222063402520657e-35,0.0547113331932653,2
co_y,cr_si,co_y||cr_si,True,1.9525110191099616e-08,0.03530819463077,False,,,False,,,1
ti_ca,si_v,ti_ca||si_v,True,1.962718881950031e-08,0.0237264100185173,True,2.247877813132456e-06,0.01715159918962,False,,,2
k_y,si_nd,k_y||si_nd,True,1.9655080434250755e-08,0.0568529945638863,False,,,True,1.3204766133063251e-27,0.0365778708389613,2
nd_y,k_ba,nd_y||k_ba,True,1.9707153570413872e-08,0.061997622187804,False,,,True,1.8274525168821157e-28,0.0410871006650485,2
si_mn,co_na,si_mn||co_na,True,1.9768269701661905e-08,0.0326005562848934,False,,,True,3.563484894926653e-26,0.0217683197360805,2
nd_ti,co_si,nd_ti||co_si,True,1.985426074125092e-08,0.0480626599747698,False,,,False,,,1
cr_zn,nd_na,cr_zn||nd_na,True,2.004062887498748e-08,0.060056540056841,False,,,True,3.918892290887218e-35,0.052952769805812,2
cr_y,co_ni,cr_y||co_ni,True,2.0177704156972568e-08,0.0322074334549748,False,,,False,,,1
cr_y,sc_ni,cr_y||sc_ni,True,2.043721061845041e-08,0.0345528318219761,False,,,False,,,1
v_y,cr_y,v_y||cr_y,True,2.0517699076938562e-08,0.0445288195723013,False,,,False,,,1
nd_ca,ti_mn,nd_ca||ti_mn,True,2.0528673678448363e-08,0.0518154265026113,False,,,False,,,1
si_v,co_cr,si_v||co_cr,True,2.1036200382758176e-08,0.025592638529761,True,2.028046223028072e-05,0.0149032038374117,False,,,2
co_y,nd_na,co_y||nd_na,True,2.1400543808100144e-08,0.0594966094059647,False,,,True,4.226951555434624e-37,0.0561208834747408,2
cr_ca,co_si,cr_ca||co_si,True,2.235083233970992e-08,0.0233369349391737,True,3.2289058562521574e-05,0.0122423707441733,False,,,2
si_ti,si_v,si_ti||si_v,True,2.2572129157764962e-08,0.0253475200276532,True,3.630411385299881e-05,0.014080756663639,False,,,2
sc_v,nd_na,sc_v||nd_na,True,2.3103929323675536e-08,0.0594915573725982,True,0.0003799002286717,0.0227483487005883,True,2.7880297319661493e-34,0.0526619440766492,3
y_mn,k_mn,y_mn||k_mn,True,2.3111795343239326e-08,0.0418797047377896,False,,,False,,,1
ti_ca,cr_y,ti_ca||cr_y,True,2.3153355149436017e-08,0.0322920045499905,False,,,False,,,1
nd_ti,sc_nd,nd_ti||sc_nd,True,2.3607284985266986e-08,0.067078165045742,False,,,False,,,1
sc_nd,co_k,sc_nd||co_k,True,2.3717953195875925e-08,0.0481291489080948,False,,,False,,,1
nd_ni,si_v,nd_ni||si_v,True,2.373805777790832e-08,0.0477099883291405,False,,,False,,,1
si_v,cr_k,si_v||cr_k,True,2.427091148662688e-08,0.0288466030708369,True,6.979397591965799e-06,0.0180372531619942,False,,,2
na_cu,sc_nd,na_cu||sc_nd,True,2.436566932017908e-08,0.0479360393386068,False,,,False,,,1
cr_ni,nd_na,cr_ni||nd_na,True,2.4368642178869466e-08,0.0592604325468452,False,,,True,3.695937840201733e-38,0.0585831627286805,2
cr_y,na_ni,cr_y||na_ni,True,2.4632417872258272e-08,0.0346258670525704,False,,,True,1.457410517639959e-33,0.0314984817924485,2
cr_ca,v_y,cr_ca||v_y,True,2.4723654028454317e-08,0.0356793974952594,False,,,False,,,1
nd_ti,co_y,nd_ti||co_y,True,2.477849258240595e-08,0.0497809371621228,False,,,False,,,1
y_mn,sc_v,y_mn||sc_v,True,2.5019713169929688e-08,0.0427392143854836,True,0.0001004485676096,0.0201627083833033,False,,,2
nd_y,ba_zn,nd_y||ba_zn,True,2.5310562201984218e-08,0.0606782139532083,False,,,True,1.6314134098671163e-28,0.0406858105557225,2
nd_ca,nd_na,nd_ca||nd_na,True,2.54248807729944e-08,0.075497742567397,False,,,True,7.826612496016861e-32,0.0573566381179526,2
cr_ca,na_mn,cr_ca||na_mn,True,2.5548577196644506e-08,0.0319729845913571,False,,,True,3.058852804126957e-38,0.0362622717188999,2
v_ca,si_v,v_ca||si_v,True,2.5903288323151605e-08,0.0300031954882194,True,1.0279853894023637e-07,0.0299616282731232,False,,,2
mn_ca,nd_ca,mn_ca||nd_ca,True,2.5967928874809426e-08,0.0511520814441626,False,,,False,,,1
nd_ca,zn_mn,nd_ca||zn_mn,True,2.6026142504220257e-08,0.0536543716804226,False,,,False,,,1
sc_na,sc_nd,sc_na||sc_nd,True,2.6313982300889288e-08,0.0483620624666709,True,3.686536512840548e-05,0.0243458087098954,True,3.4604380298150894e-30,0.0351599667328273,3
co_ti,si_v,co_ti||si_v,True,2.6589642005010405e-08,0.0232483401561901,True,1.0854036372637167e-06,0.018603828408199,False,,,2
na_ni,cr_si,na_ni||cr_si,True,2.6885359555045448e-08,0.0289862170257747,False,,,True,1.7972876000373425e-35,0.0274472707430055,2
cr_si,co_cr,cr_si||co_cr,True,2.7202187934032827e-08,0.0284558049290083,False,,,False,,,1
k_na,si_nd,k_na||si_nd,True,2.7293423080615177e-08,0.0563149382700032,False,,,True,3.1487534255510417e-32,0.0451244159899753,2
k_y,sc_nd,k_y||sc_nd,True,2.7524458737808137e-08,0.050929969722708,False,,,False,,,1
cr_y,co_nd,cr_y||co_nd,True,2.7567716010169396e-08,0.0521359723717853,False,,,True,1.307532225939397e-32,0.0414951690452387,2
cr_y,co_cr,cr_y||co_cr,True,2.7586533719333136e-08,0.0328905976679571,False,,,True,1.7305864025061563e-28,0.0249015398682884,2
nd_ti,cr_na,nd_ti||cr_na,True,2.7767644453585203e-08,0.048639814561672,False,,,True,2.145367750551542e-38,0.0459496137908571,2
nd_na,cr_na,nd_na||cr_na,True,2.7843243640134064e-08,0.0600688327190165,False,,,True,4.774107315582035e-44,0.0733020438698094,2
co_mn,nd_na,co_mn||nd_na,True,2.8314413726157386e-08,0.0575454074827414,False,,,True,1.904217408694177e-39,0.0595195891044431,2
sc_cu,sc_nd,sc_cu||sc_nd,True,2.8332580534972783e-08,0.0497506529626167,True,0.0001901486642404,0.0197845945955641,False,,,2
nd_ti,si_ni,nd_ti||si_ni,True,2.8695669475816157e-08,0.0475267826000022,False,,,False,,,1
nd_na,cr_k,nd_na||cr_k,True,2.8714669558590654e-08,0.0579723782421566,False,,,True,5.889763304870306e-36,0.0541115904956299,2
co_ti,cr_y,co_ti||cr_y,True,2.8916698464232633e-08,0.0317770839197976,False,,,False,,,1
v_y,si_ni,v_y||si_ni,True,2.8922175639016894e-08,0.0350864939957037,False,,,False,,,1
cr_y,v_ni,cr_y||v_ni,True,2.8960122043305216e-08,0.0320271866154324,False,,,False,,,1
nd_ca,si_ti,nd_ca||si_ti,True,2.9010749480415283e-08,0.0510675057397009,False,,,False,,,1
y_mn,si_na,y_mn||si_na,True,2.9103701078598918e-08,0.0387447973109287,False,,,False,,,1
nd_ca,cr_ti,nd_ca||cr_ti,True,2.9148118502537704e-08,0.0515343169179701,False,,,False,,,1
mn_ca,ni_y,mn_ca||ni_y,True,2.9165726023106146e-08,0.0323258644736291,False,,,False,,,1
mn_ca,na_mn,mn_ca||na_mn,True,3.0079012062289345e-08,0.0342878675901824,False,,,True,3.938945158133661e-36,0.0351918640284942,2
cr_y,co_na,cr_y||co_na,True,3.028525564479297e-08,0.0353650799748677,False,,,True,4.725197262896106e-28,0.0268278604513083,2
si_na,sc_nd,si_na||sc_nd,True,3.0639883236084925e-08,0.0462391678355389,True,0.0003732580194387,0.0166807781223469,False,,,2
nd_cu,si_nd,nd_cu||si_nd,True,3.0641622613889513e-08,0.079829722596993,False,,,True,1.255718629362348e-25,0.0485527076290533,2
y_mn,co_sc,y_mn||co_sc,True,3.0703775341892944e-08,0.0388808016234864,False,,,False,,,1
y_mn,co_mn,y_mn||co_mn,True,3.0925614898151867e-08,0.0389372721284915,False,,,False,,,1
si_mn,sc_mn,si_mn||sc_mn,True,3.111381254044056e-08,0.0345519886706074,False,,,False,,,1
nd_ca,ni_mn,nd_ca||ni_mn,True,3.1156047648263745e-08,0.0508475084914029,False,,,False,,,1
y_mn,co_y,y_mn||co_y,True,3.155495013845765e-08,0.0460550905581701,False,,,False,,,1
y_mn,ba_y,y_mn||ba_y,True,3.1557316002095656e-08,0.0419956556863304,False,,,False,,,1
si_nd,co_nd,si_nd||co_nd,True,3.276726616880547e-08,0.0735850946445572,False,,,True,1.2667507199104886e-25,0.0438933166367998,2
sc_ti,cr_y,sc_ti||cr_y,True,3.3174767611992666e-08,0.0320331791826381,False,,,False,,,1
nd_cu,y_mn,nd_cu||y_mn,True,3.3459393344019234e-08,0.0619353131001148,False,,,True,1.1241680693050793e-30,0.0479219666580783,2
sc_mn,nd_ni,sc_mn||nd_ni,True,3.3615979255091924e-08,0.047742272036786,False,,,False,,,1
nd_ni,cr_sc,nd_ni||cr_sc,True,3.3997496283917664e-08,0.0464164055615884,False,,,False,,,1
ni_y,cr_y,ni_y||cr_y,True,3.4239570880454845e-08,0.041722529569331,False,,,False,,,1
ba_y,cr_si,ba_y||cr_si,True,3.439579495432451e-08,0.0367980327710577,False,,,False,,,1
v_ti,nd_na,v_ti||nd_na,True,3.452633851311832e-08,0.0572955218392745,False,,,True,3.9643116820609134e-36,0.0547220373111918,2
k_mn,cr_si,k_mn||cr_si,True,3.452648023810589e-08,0.0332626415100677,False,,,False,,,1
sc_ti,nd_na,sc_ti||nd_na,True,3.5239472615172766e-08,0.0577084307090775,False,,,True,3.2280567217536025e-36,0.0555745949972672,2
nd_ni,sc_nd,nd_ni||sc_nd,True,3.524136374264461e-08,0.0635096338485337,False,,,False,,,1
k_mn,cr_y,k_mn||cr_y,True,3.5746116433363965e-08,0.0371664408750156,False,,,False,,,1
nd_ca,cr_ca,nd_ca||cr_ca,True,3.5801371406882043e-08,0.0509079195501579,False,,,False,,,1
si_ti,nd_na,si_ti||nd_na,True,3.5845417457837645e-08,0.0578423753613093,False,,,True,2.202876581396129e-37,0.0574186108541222,2
k_cu,si_nd,k_cu||si_nd,True,3.5924766303983367e-08,0.0572777125348162,False,,,False,,,1
ti_ca,nd_na,ti_ca||nd_na,True,3.601713831730189e-08,0.0578459620427544,False,,,True,1.4280916010840745e-36,0.056122997878055,2
co_y,si_v,co_y||si_v,True,3.6234722474002626e-08,0.0334804086958137,True,0.0005149799577015,0.0133908279633788,False,,,2
na_zn,si_nd,na_zn||si_nd,True,3.66453565801228e-08,0.0546221131965299,False,,,True,8.804468752085856e-28,0.0371084245302677,2
v_y,cr_na,v_y||cr_na,True,3.7490999251926066e-08,0.0368961992781462,False,,,True,1.0851330274294026e-33,0.0343023008905956,2
v_cu,nd_na,v_cu||nd_na,True,3.76215780696036e-08,0.0577165405524255,False,,,True,3.567945371976822e-36,0.0551918287935138,2
si_nd,cr_nd,si_nd||cr_nd,True,3.7867815654970486e-08,0.0684715697112709,False,,,False,,,1
y_mn,cr_nd,y_mn||cr_nd,True,3.810449625568068e-08,0.0496860862887275,False,,,False,,,1
co_mn,si_v,co_mn||si_v,True,3.8149313254302574e-08,0.0262679081575103,True,5.782322984408443e-05,0.0139199210892612,False,,,2
nd_ca,nd_ba,nd_ca||nd_ba,True,3.840410455088885e-08,0.0588498227720002,False,,,True,2.149294134637951e-25,0.0349586619929422,2
nd_na,co_sc,nd_na||co_sc,True,3.8487916596067474e-08,0.0572949153146481,False,,,True,6.226387703161342e-36,0.0548605398386056,2
co_mn,cr_si,co_mn||cr_si,True,3.8729665908889076e-08,0.0276237981986164,False,,,False,,,1
mn_ca,nd_ti,mn_ca||nd_ti,True,3.879942607602189e-08,0.0462770644148356,False,,,False,,,1
nd_na,co_cr,nd_na||co_cr,True,3.880894740263179e-08,0.0571141157171852,False,,,True,2.2634355125210045e-38,0.0584248405059458,2
si_ni,cr_na,si_ni||cr_na,True,3.897583618476168e-08,0.0282389766663015,False,,,True,4.787275862091661e-43,0.0382638068219477,2
si_cu,y_mn,si_cu||y_mn,True,3.9269365496380286e-08,0.0394055677572884,False,,,False,,,1
k_mn,nd_na,k_mn||nd_na,True,3.927745827588757e-08,0.0569654871478128,False,,,True,4.6504933070340484e-35,0.052779402946178,2
si_ni,co_si,si_ni||co_si,True,3.948280318698701e-08,0.0227079964372818,True,0.0002166387769509,0.0102337973942656,False,,,2
ni_y,cr_sc,ni_y||cr_sc,True,3.949344807084965e-08,0.0310332876545466,False,,,False,,,1
ni_ca,si_v,ni_ca||si_v,True,4.0147577395170586e-08,0.0246206719008123,True,1.54797937938411e-06,0.0199537463465558,False,,,2
zn_y,si_nd,zn_y||si_nd,True,4.0216451494775154e-08,0.0545774019552015,False,,,False,,,1
co_ni,si_v,co_ni||si_v,True,4.0593012929028736e-08,0.02250413793313,True,6.597153306322448e-06,0.0151329215590298,False,,,2
nd_ca,na_v,nd_ca||na_v,True,4.0672109461951236e-08,0.0507798082057271,False,,,False,,,1
na_mn,nd_ni,na_mn||nd_ni,True,4.086033618895625e-08,0.0471765463665729,False,,,True,6.572405204986473e-39,0.0485446075896959,2
nd_ba,nd_na,nd_ba||nd_na,True,4.138427117403251e-08,0.0644274362700628,False,,,True,8.410015844437396e-39,0.0667410261938262,2
cr_y,co_v,cr_y||co_v,True,4.1570537345483216e-08,0.031548735195815,False,,,False,,,1
zn_mn,si_v,zn_mn||si_v,True,4.200850434795708e-08,0.0358559800338544,True,4.545409928898053e-05,0.0182649492157857,False,,,2
ba_ni,si_nd,ba_ni||si_nd,True,4.227550182861672e-08,0.0535866347792572,False,,,False,,,1
ni_y,si_ni,ni_y||si_ni,True,4.3328326165135155e-08,0.029340851279923,False,,,False,,,1
mn_cu,nd_ca,mn_cu||nd_ca,True,4.4185016145451055e-08,0.0498168496497387,False,,,False,,,1
si_cu,nd_ca,si_cu||nd_ca,True,4.467441235745367e-08,0.0497718799312689,True,0.0004440975694347,0.0171778374811453,False,,,2
cr_mn,si_v,cr_mn||si_v,True,4.4698434307164865e-08,0.0228683207375551,True,1.142268309546166e-05,0.0147457269767364,False,,,2
zn_ni,sc_nd,zn_ni||sc_nd,True,4.526997729093248e-08,0.0460255895385017,False,,,False,,,1
na_mn,cr_ti,na_mn||cr_ti,True,4.55245408674872e-08,0.0305939965381892,False,,,True,6.921992639441219e-41,0.0394005119575887,2
co_mn,cr_y,co_mn||cr_y,True,4.632397593571488e-08,0.032795038775284,False,,,True,7.44290971326319e-27,0.0239274450875863,2
nd_ca,cr_k,nd_ca||cr_k,True,4.6452339528702094e-08,0.0493917434544639,False,,,False,,,1
ni_ca,nd_na,ni_ca||nd_na,True,4.6779754407497764e-08,0.0561026896793745,False,,,True,2.386233358644497e-36,0.0548308210889008,2
y_ti,nd_ti,y_ti||nd_ti,True,4.6928304056169117e-08,0.0465307406199087,False,,,True,7.598400085214991e-26,0.0291449803690636,2
si_ni,cr_ni,si_ni||cr_ni,True,4.701129301092918e-08,0.0185217856935124,False,,,False,,,1
ba_v,si_nd,ba_v||si_nd,True,4.7056459911918456e-08,0.0548788250293888,False,,,False,,,1
na_y,sc_nd,na_y||sc_nd,True,4.708648715937809e-08,0.0468829529355165,False,,,False,,,1
mn_ca,si_ni,mn_ca||si_ni,True,4.709241048797106e-08,0.0245945012026321,True,0.0004020781479713,0.0095402001886221,False,,,2
sc_ca,nd_na,sc_ca||nd_na,True,4.734329646333063e-08,0.0564068069850729,False,,,True,5.076658745172391e-36,0.0544817108724611,2
ni_ti,nd_na,ni_ti||nd_na,True,4.865768241020021e-08,0.0570874651630899,False,,,True,1.8775951701705934e-36,0.056344268425046,2
v_y,cr_sc,v_y||cr_sc,True,4.8681094805866585e-08,0.0350155418426873,True,0.0004632869868994,0.013438605417883,False,,,2
mn_cu,y_mn,mn_cu||y_mn,True,4.8765979792707825e-08,0.0377302910497508,False,,,True,2.504131054853062e-27,0.0282525567483934,2
si_ba,si_nd,si_ba||si_nd,True,4.8934737063211256e-08,0.0557567701199602,False,,,False,,,1
nd_ca,sc_ni,nd_ca||sc_ni,True,4.894411527807642e-08,0.0489327381004578,True,0.0005863046988821,0.0160333395694034,False,,,2
nd_v,si_nd,nd_v||si_nd,True,4.9223584794812e-08,0.0693198643658079,False,,,True,3.9673406060616e-25,0.0426642420927157,2
zn_cu,si_nd,zn_cu||si_nd,True,4.9556850862805717e-08,0.0563361956550003,False,,,False,,,1
v_ni,nd_na,v_ni||nd_na,True,4.9697264135609144e-08,0.0566184315428998,False,,,True,1.817451155817729e-36,0.0558815410140436,2
cr_ca,ni_y,cr_ca||ni_y,True,5.077081280521772e-08,0.0294615205101487,False,,,False,,,1
sc_zn,sc_nd,sc_zn||sc_nd,True,5.1868826917994095e-08,0.0456855942531492,False,,,False,,,1
y_mn,na_ti,y_mn||na_ti,True,5.1990186723892823e-08,0.0373708481296951,False,,,True,3.760780520596965e-31,0.03361621198739,2
mn_ca,co_si,mn_ca||co_si,True,5.2127383937848737e-08,0.0247008448508704,True,8.128502651710614e-05,0.0124513517986847,False,,,2
si_ca,si_mn,si_ca||si_mn,True,5.2519982750159844e-08,0.0278585356266601,False,,,False,,,1
co_ca,si_v,co_ca||si_v,True,5.278119646740384e-08,0.0243920044527652,True,2.3191571647907466e-07,0.0238444772801254,False,,,2
y_mn,y_ti,y_mn||y_ti,True,5.3074755624928436e-08,0.0435199196807975,False,,,False,,,1
si_mn,nd_ba,si_mn||nd_ba,True,5.337755775581359e-08,0.0442415533544663,False,,,True,2.368755368584979e-31,0.0355481297869441,2
na_mn,co_y,na_mn||co_y,True,5.409372767291182e-08,0.0360975459497018,False,,,True,1.3053122191048502e-31,0.0333727574246663,2
co_ti,nd_na,co_ti||nd_na,True,5.44367260017739e-08,0.0563353261688017,False,,,True,1.7702771442408128e-36,0.055956831935994,2
ni_y,nd_ni,ni_y||nd_ni,True,5.4445424304178476e-08,0.0458676568715992,False,,,True,1.6471222921242549e-25,0.0297996224745945,2
v_y,nd_zn,v_y||nd_zn,True,5.5176327496979865e-08,0.0563656165153847,False,,,False,,,1
sc_ti,si_v,sc_ti||si_v,True,5.565301988481498e-08,0.0235601702980537,True,1.388692803884722e-06,0.0181912825853581,False,,,2
cr_ba,si_nd,cr_ba||si_nd,True,5.62789913518178e-08,0.0534258216224779,False,,,False,,,1
nd_ca,cr_zn,nd_ca||cr_zn,True,5.64052463807956e-08,0.0505894272647681,False,,,False,,,1
y_ti,nd_na,y_ti||nd_na,True,5.744926091418844e-08,0.0551175336280685,False,,,True,7.082181635954393e-40,0.0606491069697681,2
na_v,nd_na,na_v||nd_na,True,5.7775080252013536e-08,0.0568421861922079,False,,,True,3.6605907909239092e-37,0.058253699180553,2
si_mn,sc_v,si_mn||sc_v,True,5.7822470067996666e-08,0.0346898907825213,True,7.319199031369433e-06,0.0227575765088405,False,,,2
ba_y,nd_na,ba_y||nd_na,True,5.792203252008375e-08,0.0565373509012398,False,,,True,5.6686642784786425e-34,0.0518599110328418,2
nd_ca,cr_ni,nd_ca||cr_ni,True,5.824121359155983e-08,0.0490103469693486,False,,,False,,,1
si_mn,co_nd,si_mn||co_nd,True,5.8395347653352414e-08,0.0491342117812073,False,,,True,4.840146352609714e-28,0.0341489818525616,2
si_ca,cr_y,si_ca||cr_y,True,5.844589087449668e-08,0.0313777206758265,False,,,True,2.809302410089137e-25,0.0221079208903828,2
nd_ca,sc_v,nd_ca||sc_v,True,5.8761977330513305e-08,0.0499199151119691,True,5.589424715224293e-05,0.0238718352058589,False,,,2
co_ca,nd_na,co_ca||nd_na,True,5.987816008568339e-08,0.0551212572665194,False,,,True,9.823160057379082e-37,0.0552678171419996,2
ni_cu,nd_na,ni_cu||nd_na,True,5.990024229179743e-08,0.0557109041066382,False,,,True,9.20886212758628e-37,0.0565454142042889,2
cr_y,cr_zn,cr_y||cr_zn,True,6.052478094932442e-08,0.0373460446737234,False,,,False,,,1
co_ni,nd_na,co_ni||nd_na,True,6.081691878771477e-08,0.056132153100723,False,,,True,5.869838260299667e-37,0.0571101456331593,2
ti_cu,nd_na,ti_cu||nd_na,True,6.154348635368336e-08,0.0560546373799678,False,,,True,4.1422471159681843e-36,0.0566866070055186,2
y_ti,cr_si,y_ti||cr_si,True,6.243146747327664e-08,0.0307372014199383,False,,,False,,,1
co_na,cr_si,co_na||cr_si,True,6.283068728670876e-08,0.0296381118756505,False,,,True,2.5013860078315223e-27,0.0220634680941608,2
cr_ca,nd_ti,cr_ca||nd_ti,True,6.311662835656913e-08,0.0450842499158985,False,,,False,,,1
mn_cu,nd_na,mn_cu||nd_na,True,6.339998298527919e-08,0.0554282792915477,False,,,True,9.357782263250063e-40,0.0622616011411432,2
v_ca,nd_ca,v_ca||nd_ca,True,6.356493995597895e-08,0.0490262091625689,True,7.542507691908527e-05,0.0224998440105699,False,,,2
nd_ti,nd_na,nd_ti||nd_na,True,6.357401619493876e-08,0.0695796315160913,False,,,True,1.2315793855974184e-33,0.0606753235855288,2
ni_mn,si_ni,ni_mn||si_ni,True,6.368093609857079e-08,0.0192988844924691,False,,,False,,,1
cr_mn,nd_na,cr_mn||nd_na,True,6.42286282259611e-08,0.0555519247117891,False,,,True,1.1144265663268485e-36,0.0561869498430762,2
na_v,si_v,na_v||si_v,True,6.475736789312685e-08,0.0287648938942074,True,0.0001925562787823,0.0136508725538554,False,,,2
si_zn,sc_nd,si_zn||sc_nd,True,6.490435264941299e-08,0.0460778970128361,False,,,False,,,1
v_y,k_nd,v_y||k_nd,True,6.507213625379384e-08,0.0514174822417668,False,,,False,,,1
ba_mn,si_nd,ba_mn||si_nd,True,6.537552419463566e-08,0.0547112093881467,False,,,False,,,1
si_ni,cr_k,si_ni||cr_k,True,6.56353415543843e-08,0.0251353258622767,True,7.817143129655581e-05,0.0123884248977824,False,,,2
zn_ti,sc_nd,zn_ti||sc_nd,True,6.581889468895152e-08,0.0448231724480802,False,,,False,,,1
cr_cu,nd_na,cr_cu||nd_na,True,6.676305939343463e-08,0.0559095050235017,False,,,True,3.2044827888021753e-38,0.060436320003085,2
sc_ca,y_mn,sc_ca||y_mn,True,6.6816756091016e-08,0.036024036746222,False,,,False,,,1
ti_mn,nd_ti,ti_mn||nd_ti,True,6.720459299381768e-08,0.0444570481376352,False,,,False,,,1
nd_cu,cr_y,nd_cu||cr_y,True,6.787170027631686e-08,0.0581516868399661,False,,,True,7.415513994144125e-31,0.0474159315555689,2
co_cu,nd_na,co_cu||nd_na,True,6.840483912897513e-08,0.054652438665738,False,,,True,2.269604177785214e-36,0.0556677479040653,2
y_mn,cr_v,y_mn||cr_v,True,6.879210761770182e-08,0.0359882497990248,False,,,False,,,1
cr_na,cr_sc,cr_na||cr_sc,True,6.891389706809671e-08,0.0288482711323631,False,,,True,6.678829342411446e-41,0.0371634197605201,2
nd_ti,si_ti,nd_ti||si_ti,True,6.89666281106519e-08,0.0445546460082092,False,,,False,,,1
ti_mn,si_ni,ti_mn||si_ni,True,6.944702314536687e-08,0.0217192848672367,False,,,False,,,1
si_ca,nd_na,si_ca||nd_na,True,6.990625368058586e-08,0.0547658518103933,False,,,True,2.045640466705636e-38,0.0584753314566836,2
mn_ca,cr_na,mn_ca||cr_na,True,7.239064560802489e-08,0.02927358362824,False,,,True,2.44849070751358e-39,0.0358683580394615,2
co_zn,sc_nd,co_zn||sc_nd,True,7.24058571140716e-08,0.0453747925182864,False,,,False,,,1
mn_ca,co_y,mn_ca||co_y,True,7.254748213032991e-08,0.0327731647548966,False,,,False,,,1
nd_ca,k_mn,nd_ca||k_mn,True,7.259725707441542e-08,0.0486439355149008,False,,,False,,,1
si_y,sc_nd,si_y||sc_nd,True,7.28363766844448e-08,0.0437069331773783,False,,,False,,,1
y_cu,nd_na,y_cu||nd_na,True,7.386403586905183e-08,0.057072264349035,False,,,True,3.34151216763202e-33,0.051995518533717,2
na_ba,si_nd,na_ba||si_nd,True,7.406044110161313e-08,0.0558508755230666,False,,,False,,,1
nd_ca,v_ti,nd_ca||v_ti,True,7.406727506715665e-08,0.0478618088290376,True,0.0005481922440886,0.0163979582065189,False,,,2
cr_y,sc_v,cr_y||sc_v,True,7.460392462429106e-08,0.0371269083547598,True,8.265257909474492e-05,0.0193235471926014,False,,,2
cr_y,nd_ba,cr_y||nd_ba,True,7.499251610045177e-08,0.0442870072975476,False,,,True,5.849020663188051e-33,0.0392474445527282,2
cr_y,co_sc,cr_y||co_sc,True,7.656239155152652e-08,0.0328902598360009,False,,,False,,,1
ti_mn,v_y,ti_mn||v_y,True,7.752112835085338e-08,0.0337582382723481,False,,,False,,,1
na_ca,y_mn,na_ca||y_mn,True,7.93497507334515e-08,0.0367083891182804,False,,,True,1.3142104462877795e-32,0.0370773517732406,2
cr_zn,si_v,cr_zn||si_v,True,8.03086013028955e-08,0.0332680511565965,True,6.012965877353366e-05,0.016562750761669,False,,,2
y_mn,k_ti,y_mn||k_ti,True,8.078847411420607e-08,0.035524996820817,False,,,False,,,1
nd_ca,co_mn,nd_ca||co_mn,True,8.166566020496934e-08,0.0472580716833169,False,,,False,,,1
na_ni,si_v,na_ni||si_v,True,8.228182923422627e-08,0.0260960139046297,True,3.138807559847993e-05,0.0163424721112797,False,,,2
zn_mn,nd_ti,zn_mn||nd_ti,True,8.247488560607953e-08,0.0468280792916593,False,,,False,,,1
nd_zn,sc_nd,nd_zn||sc_nd,True,8.498640940232354e-08,0.0660845085000408,False,,,False,,,1
ni_y,cr_na,ni_y||cr_na,True,8.566434451694575e-08,0.0317465633806976,False,,,True,1.101350974750947e-37,0.0368565494782619,2
co_v,nd_na,co_v||nd_na,True,8.598027967480996e-08,0.0540580745444277,False,,,True,1.528475710922387e-36,0.0555436125010504,2
cr_y,cr_nd,cr_y||cr_nd,True,8.608444109775802e-08,0.0452616190250332,False,,,True,3.3626789629370285e-25,0.0286163547529852,2
y_mn,nd_v,y_mn||nd_v,True,8.755336809047376e-08,0.0486238819865909,False,,,True,6.655606295223989e-30,0.0394754631676644,2
